seats,is_trial,tenure_days,total_subscriptions,active_subscriptions,churned_subscriptions,total_mrr,avg_mrr,max_mrr,total_arr,num_upgrades,num_downgrades,num_trials,has_auto_renew,pct_annual_billing,subscription_duration_avg,sub_churn_ratio,ever_upgraded,ever_downgraded,net_plan_movement,total_usage_events,total_usage_count,avg_usage_count,total_usage_duration_secs,avg_usage_duration_secs,total_error_count,avg_error_count,unique_features_used,beta_feature_usage_count,usage_days,days_since_last_usage,error_rate,feature_breadth_ratio,usage_density,total_tickets,avg_resolution_hours,max_resolution_hours,avg_first_response_mins,avg_satisfaction_score,min_satisfaction_score,num_escalated,num_urgent_tickets,num_high_tickets,pct_urgent,escalation_rate,has_low_satisfaction,critical_ticket_count,churn_event_count,total_refund_usd,avg_refund_usd,had_preceding_upgrade,had_preceding_downgrade,is_reactivation,days_since_last_churn,plan_tier_encoded,latest_plan_tier_encoded,tenure_bucket_encoded,seats_bucket_encoded,recency_bucket_encoded,industry_Cybersecurity,industry_DevTools,industry_EdTech,industry_FinTech,industry_HealthTech,country_AU,country_CA,country_DE,country_FR,country_IN,country_UK,country_US,referral_source_ads,referral_source_event,referral_source_organic,referral_source_other,referral_source_partner,main_churn_reason_budget,main_churn_reason_competitor,main_churn_reason_features,main_churn_reason_none,main_churn_reason_pricing,main_churn_reason_support,main_churn_reason_unknown,target
64,0,506,9,7,2,37312,4145.777777777777,12736,447744,2,0,2,1,0.4444444444444444,185.66666666666666,0.2222222222222222,1,0,2,48,499,10.395833333333334,136250,2838.5416666666665,28,0.5833333333333334,29,5,47,15,0.5833333333333334,0.725,1.0212765957446808,3.0,36.333333333333336,65.0,62.333333333333336,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,False,True,False,111.0,1,1,3,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
1,1,702,14,12,2,16139,1152.7857142857142,7761,193668,3,1,0,1,0.35714285714285715,389.2142857142857,0.14285714285714285,1,1,2,69,713,10.333333333333334,208977,3028.6521739130435,38,0.5507246376811594,35,4,67,7,0.5507246376811594,0.875,1.0298507462686568,3.0,36.333333333333336,61.0,115.0,4.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,2.0,1.0,0.0,0.0,True,False,False,609.0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,562,10,9,1,20683,2068.3,9154,248196,0,1,1,1,0.6,320.5,0.1,0,1,-1,57,587,10.298245614035087,175629,3081.2105263157896,29,0.5087719298245614,30,2,55,22,0.5087719298245614,0.75,1.0363636363636364,3.0,15.333333333333334,37.0,42.333333333333336,4.333333333333333,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,False,True,False,112.0,2,2,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
7,0,704,15,14,1,29155,1943.6666666666667,8955,349860,0,2,2,1,0.4,359.73333333333335,0.06666666666666667,0,1,-2,91,922,10.131868131868131,256811,2822.098901098901,47,0.5164835164835165,36,10,86,13,0.5164835164835165,0.9,1.058139534883721,3.0,28.0,50.0,93.0,4.0,3.0,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.0,3.0,1.0,0.0,0.0,False,False,False,175.0,0,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
33,0,73,10,10,0,18249,1824.9,6567,218988,0,0,3,1,0.3,36.7,0.0,0,0,0,56,558,9.964285714285714,167904,2998.285714285714,31,0.5535714285714286,31,7,52,21,0.5535714285714286,0.775,1.0769230769230769,7.0,40.42857142857143,62.0,76.0,3.8,3.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,False,False,False,0.0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
23,0,680,11,11,0,16592,1508.3636363636363,5174,199104,1,0,1,1,0.6363636363636364,297.1818181818182,0.0,1,0,1,50,516,10.32,180823,3616.46,33,0.66,28,4,49,40,0.66,0.7,1.0204081632653061,1.0,72.0,72.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,1,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
26,0,397,6,6,0,19250,3208.3333333333335,5174,231000,1,0,0,1,0.6666666666666666,263.5,0.0,1,0,1,19,176,9.263157894736842,48112,2532.2105263157896,13,0.6842105263157895,16,2,18,4,0.6842105263157895,0.4,1.0555555555555556,4.0,32.5,44.0,103.75,4.0,3.0,1.0,2.0,0.0,0.5,0.25,0.0,2.0,2.0,109.75999999999999,54.879999999999995,False,False,False,158.0,1,2,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3,0,300,16,13,3,14638,914.875,4776,175656,2,0,2,1,0.6875,95.9375,0.1875,1,0,2,84,789,9.392857142857142,241275,2872.3214285714284,42,0.5,37,9,80,1,0.5,0.925,1.05,2.0,42.0,49.0,108.0,3.0,3.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,3.0,32.73,10.909999999999998,False,False,False,18.0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
93,0,179,8,8,0,83886,10485.75,18507,1006632,0,0,0,1,0.625,67.375,0.0,0,0,0,46,475,10.326086956521738,127926,2781.0,23,0.5,27,5,44,15,0.5,0.675,1.0454545454545454,1.0,13.0,13.0,128.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0,0,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
29,0,66,3,3,0,5771,1923.6666666666667,5771,69252,0,0,2,1,0.6666666666666666,20.0,0.0,0,0,0,20,207,10.35,72170,3608.5,7,0.35,15,3,19,65,0.35,0.375,1.0526315789473684,6.0,26.166666666666668,43.0,81.0,3.6666666666666665,3.0,0.0,2.0,0.0,0.3333333333333333,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,0.0,0,2,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
39,0,478,6,3,3,7693,1282.1666666666667,1960,92316,1,1,2,1,0.3333333333333333,143.33333333333334,0.5,1,1,0,29,300,10.344827586206897,88383,3047.689655172414,12,0.41379310344827586,24,6,28,31,0.41379310344827586,0.6,1.0357142857142858,4.0,31.25,53.0,60.5,4.0,3.0,0.0,2.0,0.0,0.5,0.0,0.0,2.0,4.0,0.0,0.0,False,False,False,18.0,0,1,3,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
28,1,487,15,12,3,42403,2826.866666666667,5572,508836,0,0,0,1,0.4666666666666667,196.46666666666667,0.2,0,0,0,85,830,9.764705882352942,258465,3040.764705882353,54,0.6352941176470588,37,10,81,6,0.6352941176470588,0.925,1.0493827160493827,5.0,36.2,71.0,116.2,5.0,5.0,0.0,1.0,1.0,0.2,0.0,0.0,2.0,2.0,0.0,0.0,False,False,False,85.0,2,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
14,0,508,7,6,1,15468,2209.714285714286,4975,185616,0,0,1,1,0.2857142857142857,255.0,0.14285714285714285,0,0,0,36,346,9.61111111111111,81587,2266.3055555555557,19,0.5277777777777778,26,2,36,15,0.5277777777777778,0.65,1.0,5.0,32.8,70.0,68.4,4.333333333333333,4.0,0.0,1.0,2.0,0.2,0.0,0.0,3.0,2.0,43.53,21.765,False,False,False,101.0,0,2,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
45,0,111,5,4,1,12015,2403.0,8955,144180,0,1,2,1,0.4,53.6,0.2,0,1,-1,21,208,9.904761904761905,59864,2850.6666666666665,11,0.5238095238095238,15,1,21,21,0.5238095238095238,0.375,1.0,6.0,32.5,49.0,68.33333333333333,3.6666666666666665,3.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.0,2.0,3.0,102.86,34.28666666666667,False,False,False,48.0,0,1,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
47,1,413,11,11,0,19006,1727.8181818181818,9353,228072,1,0,6,1,0.6363636363636364,173.0909090909091,0.0,1,0,1,57,560,9.824561403508772,164545,2886.754385964912,40,0.7017543859649122,33,3,56,13,0.7017543859649122,0.825,1.0178571428571428,4.0,22.5,39.0,80.25,5.0,5.0,1.0,3.0,0.0,0.75,0.25,0.0,3.0,2.0,43.03,21.515,True,False,False,284.0,2,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
59,0,38,6,6,0,30385,5064.166666666667,11741,364620,0,1,1,1,0.8333333333333334,20.833333333333332,0.0,0,1,-1,17,167,9.823529411764707,43449,2555.823529411765,16,0.9411764705882353,13,0,17,7,0.9411764705882353,0.325,1.0,7.0,33.0,60.0,78.0,4.2,3.0,0.0,3.0,2.0,0.42857142857142855,0.0,0.0,5.0,0.0,0.0,0.0,False,False,False,0.0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
19,0,125,13,11,2,33122,2547.846153846154,8955,397464,3,2,3,1,0.6923076923076923,71.92307692307692,0.15384615384615385,1,1,1,62,650,10.483870967741936,179376,2893.1612903225805,37,0.5967741935483871,34,6,60,9,0.5967741935483871,0.85,1.0333333333333334,3.0,45.333333333333336,51.0,102.66666666666667,4.5,4.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,2.0,15.46,7.73,True,False,False,59.0,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
7,0,117,10,10,0,12422,1242.2,4378,149064,1,1,0,1,0.4,76.4,0.0,1,1,0,55,561,10.2,185984,3381.5272727272727,29,0.5272727272727272,31,9,53,12,0.5272727272727272,0.775,1.0377358490566038,4.0,28.0,37.0,82.0,5.0,5.0,1.0,1.0,3.0,0.25,0.25,0.0,4.0,2.0,0.0,0.0,False,True,True,13.0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
31,0,376,15,15,0,44077,2938.4666666666667,8955,528924,0,2,2,1,0.6,174.8,0.0,0,1,-2,72,685,9.51388888888889,206893,2873.5138888888887,45,0.625,30,7,69,4,0.625,0.75,1.0434782608695652,6.0,37.833333333333336,70.0,67.83333333333333,5.0,5.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.0,2.0,0.0,0.0,0.0,False,False,False,0.0,0,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
13,1,213,12,10,2,10963,913.5833333333334,2985,131556,1,2,3,1,0.5,113.75,0.16666666666666666,1,1,-1,51,543,10.647058823529411,150431,2949.627450980392,35,0.6862745098039216,28,4,51,10,0.6862745098039216,0.7,1.0,3.0,32.666666666666664,42.0,88.0,5.0,5.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,0.0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
11,0,623,9,8,1,8353,928.1111111111111,3184,100236,1,0,2,1,0.7777777777777778,362.77777777777777,0.1111111111111111,1,0,1,55,562,10.218181818181819,160848,2924.509090909091,30,0.5454545454545454,28,3,55,12,0.5454545454545454,0.7,1.0,2.0,10.0,10.0,107.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,0.0,2,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2,1,575,11,10,1,11730,1066.3636363636363,6567,140760,2,0,1,1,0.36363636363636365,297.72727272727275,0.09090909090909091,1,0,2,64,697,10.890625,214976,3359.0,40,0.625,31,2,62,8,0.625,0.775,1.032258064516129,2.0,68.5,69.0,86.5,3.0,3.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,0.0,False,False,False,173.0,2,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
19,1,455,9,8,1,14087,1565.2222222222222,6965,169044,2,1,3,1,0.2222222222222222,163.88888888888889,0.1111111111111111,1,1,1,46,434,9.434782608695652,134963,2933.978260869565,28,0.6086956521739131,28,4,45,11,0.6086956521739131,0.7,1.0222222222222221,6.0,41.0,68.0,86.5,4.333333333333333,3.0,0.0,2.0,1.0,0.3333333333333333,0.0,0.0,3.0,0.0,0.0,0.0,False,False,False,0.0,1,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
24,1,255,12,9,3,30264,2522.0,11741,363168,0,1,2,1,0.4166666666666667,156.33333333333334,0.25,0,1,-1,57,544,9.543859649122806,168051,2948.2631578947367,25,0.43859649122807015,33,6,57,10,0.43859649122807015,0.825,1.0,5.0,39.2,71.0,61.4,4.0,3.0,0.0,1.0,1.0,0.2,0.0,0.0,2.0,2.0,0.0,0.0,True,False,False,31.0,1,1,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24,1,401,5,5,0,7586,1517.2,4776,91032,0,1,0,1,0.4,210.4,0.0,0,1,-1,24,268,11.166666666666666,84855,3535.625,4,0.16666666666666666,20,1,24,9,0.16666666666666666,0.5,1.0,3.0,44.666666666666664,60.0,63.0,4.333333333333333,3.0,0.0,2.0,1.0,0.6666666666666666,0.0,0.0,3.0,2.0,0.0,0.0,False,False,False,75.0,1,2,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
86,0,270,7,6,1,26230,3747.1428571428573,17114,314760,0,0,2,1,0.42857142857142855,116.71428571428571,0.14285714285714285,0,0,0,20,203,10.15,77446,3872.3,10,0.5,16,1,20,8,0.5,0.4,1.0,1.0,47.0,47.0,48.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,False,False,124.0,2,2,2,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
33,0,47,8,8,0,22423,2802.875,9751,269076,1,1,1,1,0.25,26.875,0.0,1,1,0,42,421,10.023809523809524,123802,2947.6666666666665,11,0.2619047619047619,24,7,38,26,0.2619047619047619,0.6,1.105263157894737,5.0,24.2,49.0,88.8,4.2,3.0,0.0,3.0,0.0,0.6,0.0,0.0,3.0,1.0,0.0,0.0,False,False,False,26.0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
27,0,545,7,7,0,16229,2318.4285714285716,6766,194748,0,0,2,1,0.2857142857142857,215.85714285714286,0.0,0,0,0,32,300,9.375,90218,2819.3125,15,0.46875,23,3,31,32,0.46875,0.575,1.032258064516129,1.0,64.0,64.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,False,False,False,20.0,1,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
30,0,445,8,8,0,22959,2869.875,5970,275508,2,0,0,1,0.375,286.125,0.0,1,0,2,32,312,9.75,107852,3370.375,14,0.4375,25,5,31,7,0.4375,0.625,1.032258064516129,5.0,22.2,70.0,94.0,3.6666666666666665,3.0,1.0,1.0,1.0,0.2,0.2,0.0,2.0,4.0,146.86,36.715,True,False,False,20.0,2,2,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
47,1,721,12,12,0,30719,2559.9166666666665,9353,368628,1,0,3,1,0.75,383.4166666666667,0.0,1,0,1,56,560,10.0,173183,3092.5535714285716,23,0.4107142857142857,29,10,54,6,0.4107142857142857,0.725,1.037037037037037,3.0,46.333333333333336,68.0,67.0,4.333333333333333,3.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,True,False,False,211.0,0,0,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,315,6,5,1,1796,299.3333333333333,1274,21552,1,0,1,1,0.5,198.5,0.16666666666666666,1,0,1,20,171,8.55,54271,2713.55,5,0.25,14,2,19,3,0.25,0.35,1.0526315789473684,3.0,18.333333333333332,30.0,85.33333333333333,0.0,0.0,0.0,2.0,0.0,0.6666666666666666,0.0,0.0,2.0,2.0,17.06,8.53,False,False,True,44.0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
2,1,244,10,10,0,18492,1849.2,12736,221904,1,2,1,1,0.4,112.2,0.0,1,1,-1,47,510,10.851063829787234,152826,3251.6170212765956,22,0.46808510638297873,27,7,45,14,0.46808510638297873,0.675,1.0444444444444445,2.0,38.5,50.0,98.0,4.0,3.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,False,False,False,0.0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
27,0,430,13,13,0,28379,2183.0,7562,340548,1,3,3,1,0.38461538461538464,213.07692307692307,0.0,1,1,-2,60,642,10.7,213554,3559.233333333333,32,0.5333333333333333,31,8,56,13,0.5333333333333333,0.775,1.0714285714285714,6.0,31.5,66.0,71.0,4.0,3.0,0.0,1.0,0.0,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,False,False,False,290.0,1,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
9,0,52,15,13,2,11197,746.4666666666667,2587,134364,2,0,3,1,0.5333333333333333,24.666666666666668,0.13333333333333333,1,0,2,70,696,9.942857142857143,214681,3066.8714285714286,31,0.44285714285714284,32,6,68,5,0.44285714285714284,0.8,1.0294117647058822,6.0,37.333333333333336,67.0,79.16666666666667,4.4,4.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,2.0,3.0,0.0,0.0,True,False,True,9.0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5,0,379,3,3,0,2104,701.3333333333334,1764,25248,0,0,0,1,0.6666666666666666,117.33333333333333,0.0,0,0,0,20,210,10.5,63673,3183.65,15,0.75,15,1,19,34,0.75,0.375,1.0526315789473684,6.0,30.166666666666668,61.0,86.16666666666667,3.6666666666666665,3.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,2.0,2.0,19.34,9.67,False,False,False,7.0,1,0,3,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
70,1,371,9,8,1,66010,7334.444444444444,13930,792120,2,1,2,1,0.2222222222222222,197.66666666666666,0.1111111111111111,1,1,1,51,507,9.941176470588236,162673,3189.6666666666665,28,0.5490196078431373,33,8,48,2,0.5490196078431373,0.825,1.0625,4.0,37.25,57.0,88.25,3.0,3.0,1.0,2.0,0.0,0.5,0.25,0.0,2.0,1.0,0.0,0.0,True,False,False,305.0,0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
15,0,608,12,12,0,37847,3153.9166666666665,13930,454164,3,2,2,1,0.5833333333333334,288.4166666666667,0.0,1,1,1,59,604,10.23728813559322,212655,3604.322033898305,43,0.7288135593220338,32,5,57,12,0.7288135593220338,0.8,1.0350877192982457,1.0,17.0,17.0,132.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,2,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
16,0,542,11,11,0,23833,2166.6363636363635,7164,285996,1,0,4,1,0.6363636363636364,209.9090909090909,0.0,1,0,1,56,561,10.017857142857142,173241,3093.589285714286,33,0.5892857142857143,29,6,52,3,0.5892857142857143,0.725,1.0769230769230769,7.0,31.714285714285715,59.0,69.85714285714286,3.6666666666666665,3.0,0.0,1.0,2.0,0.14285714285714285,0.0,0.0,3.0,0.0,0.0,0.0,False,False,False,0.0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
19,0,128,11,9,2,7513,683.0,1617,90156,1,0,2,1,0.6363636363636364,59.81818181818182,0.18181818181818182,1,0,1,66,654,9.909090909090908,207283,3140.651515151515,46,0.696969696969697,32,6,61,5,0.696969696969697,0.8,1.0819672131147542,2.0,41.0,57.0,72.0,3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
19,0,428,6,6,0,6321,1053.5,1764,75852,1,0,1,1,0.0,323.0,0.0,1,0,1,23,230,10.0,63418,2757.304347826087,24,1.0434782608695652,17,4,23,25,1.0434782608695652,0.425,1.0,5.0,36.0,65.0,79.4,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,0,6,11,9,2,9669,879.0,2587,116028,0,0,1,1,0.36363636363636365,3.3636363636363638,0.18181818181818182,0,0,0,47,440,9.361702127659575,121725,2589.8936170212764,43,0.9148936170212766,25,5,46,28,0.9148936170212766,0.625,1.0217391304347827,7.0,38.0,71.0,83.42857142857143,4.5,4.0,0.0,3.0,2.0,0.42857142857142855,0.0,0.0,5.0,0.0,0.0,0.0,False,False,False,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
44,0,165,12,9,3,44815,3734.5833333333335,9552,537780,1,0,2,1,0.4166666666666667,68.0,0.25,1,0,1,50,481,9.62,170101,3402.02,31,0.62,29,4,48,13,0.62,0.725,1.0416666666666667,4.0,37.5,60.0,116.5,3.75,3.0,0.0,1.0,1.0,0.25,0.0,0.0,2.0,0.0,0.0,0.0,False,False,False,0.0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6,0,229,10,9,1,12569,1256.9,2786,150828,0,0,2,1,0.5,111.7,0.1,0,0,0,49,446,9.10204081632653,140849,2874.469387755102,27,0.5510204081632653,27,4,48,3,0.5510204081632653,0.675,1.0208333333333333,2.0,41.0,69.0,152.0,4.5,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False,False,0.0,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8,0,251,9,7,2,27873,3097.0,16517,334476,2,0,1,1,0.4444444444444444,84.22222222222223,0.2222222222222222,1,0,2,41,393,9.585365853658537,133848,3264.5853658536585,12,0.2926829268292683,24,4,41,40,0.2926829268292683,0.6,1.0,2.0,50.0,63.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0.0,0,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
73,0,473,15,14,1,133298,8886.533333333333,14527,1599576,3,0,1,1,0.6666666666666666,264.93333333333334,0.06666666666666667,1,0,3,86,869,10.104651162790697,251284,2921.906976744186,54,0.627906976744186,34,6,79,1,0.627906976744186,0.85,1.0886075949367089,4.0,43.25,67.0,92.5,4.5,4.0,0.0,3.0,0.0,0.75,0.0,0.0,3.0,1.0,4.45,4.45,False,False,False,147.0,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
15,0,228,13,13,0,40713,3131.769230769231,11940,488556,3,0,2,1,0.5384615384615384,108.46153846153847,0.0,1,0,3,62,620,10.0,194799,3141.9193548387098,41,0.6612903225806451,29,4,59,10,0.6612903225806451,0.725,1.0508474576271187,1.0,49.0,49.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False,False,169.0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
23,0,579,7,7,0,10575,1510.7142857142858,6169,126900,0,0,2,1,0.42857142857142855,297.42857142857144,0.0,0,0,0,38,347,9.131578947368421,94200,2478.9473684210525,31,0.8157894736842105,28,1,36,12,0.8157894736842105,0.7,1.0555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True,False,114.0,0,0,3,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
34,0,610,10,9,1,36041,3604.1,12139,432492,2,0,2,1,0.5,294.8,0.1,1,0,2,63,628,9.968253968253968,202329,3211.5714285714284,36,0.5714285714285714,32,6,59,20,0.5714285714285714,0.8,1.0677966101694916,9.0,40.888888888888886,67.0,71.44444444444444,3.5,3.0,0.0,3.0,1.0,0.3333333333333333,0.0,0.0,4.0,1.0,0.0,0.0,False,False,False,25.0,2,0,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19,0,98,10,10,0,15161,1516.1,5373,181932,4,1,0,1,0.7,50.5,0.0,1,1,3,54,519,9.61111111111111,157792,2922.074074074074,30,0.5555555555555556,30,7,53,7,0.5555555555555556,0.75,1.0188679245283019,8.0,30.75,59.0,73.375,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.4,2.4,False,False,False,84.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
40,1,278,10,10,0,51680,5168.0,7960,620160,0,0,2,1,0.4,142.9,0.0,0,0,0,43,413,9.604651162790697,109079,2536.720930232558,25,0.5813953488372093,29,3,43,12,0.5813953488372093,0.725,1.0,3.0,20.666666666666668,43.0,116.33333333333333,5.0,5.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.0,2.0,3.0,0.0,0.0,True,False,False,143.0,1,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
9,0,149,11,9,2,17289,1571.7272727272727,9154,207468,0,3,3,1,0.45454545454545453,80.72727272727273,0.18181818181818182,0,1,-3,61,624,10.229508196721312,191651,3141.8196721311474,49,0.8032786885245902,33,5,58,6,0.8032786885245902,0.825,1.0517241379310345,3.0,17.0,38.0,69.0,4.0,4.0,0.0,2.0,0.0,0.6666666666666666,0.0,0.0,2.0,2.0,47.17,23.585,False,False,False,49.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
